8.899641224696953554e-03	1.868842109530936432e+04
1.507912216506557788e-02	2.252963469410491234e+04
2.144790186456836667e-02	3.003714641053591185e+04
2.783660776489276650e-02	1.927310187456416679e+04
3.435099785803411021e-02	1.703987694049194033e+04
4.047886761425745911e-02	1.460690741501196135e+04
4.676716683575679601e-02	1.397086047625731044e+04
5.308225101765951665e-02	1.174975912918366521e+04
5.945362440940590160e-02	1.123433167894394865e+04
6.576224814588792211e-02	9.897096433596845600e+03
7.196632906698736953e-02	9.131117696396509928e+03
7.827860915688347743e-02	9.325444606337747246e+03
8.470398945834539672e-02	7.650595574462012337e+03
9.096854620527369817e-02	6.743375404503226491e+03
9.720789776830213169e-02	6.183530721184300091e+03
1.034763038959366499e-01	5.701623325199033388e+03
1.097576444254559219e-01	5.021998884242002532e+03
1.160543084780093354e-01	4.760769263468714598e+03
1.223669666537485351e-01	4.290514761975364308e+03
1.286817263090294094e-01	4.393815065003387645e+03
1.349500801664080818e-01	4.005910460216166484e+03
1.411949558842147678e-01	3.779770071920025657e+03
1.475133575747468451e-01	3.583775706626654937e+03
1.537865074252268427e-01	3.357941657098856467e+03
1.600657544051110326e-01	3.173348761219264816e+03
1.663991168687080635e-01	2.942674654580405786e+03
1.727195645776442856e-01	2.834318258339807016e+03
1.789765213377084718e-01	2.645907222077325059e+03
1.852353690647852158e-01	2.644155606791718128e+03
1.914806787341157279e-01	2.519297189480259476e+03
1.977889868651535599e-01	2.414417960951049281e+03
2.040937735447724277e-01	2.336236298794644426e+03
2.103939302609846018e-01	2.236410784340109785e+03
2.166909709822301688e-01	2.142770764095429968e+03
2.229700281216152047e-01	2.053059163063983760e+03
2.292620027086341994e-01	1.931469243505362783e+03
2.355141508366812297e-01	1.931401267429203244e+03
2.417910583817859116e-01	1.850056858466054564e+03
2.480856539439619257e-01	1.751100448785943854e+03
2.543492256872954549e-01	1.721340413406500375e+03
2.606334251884805386e-01	1.689233427789627285e+03
2.669257370896960802e-01	1.620614162034018136e+03
2.732423343141155980e-01	1.572342416470191893e+03
2.795529680084415936e-01	1.532888315421826292e+03
2.858366292314493129e-01	1.502489983287636051e+03
2.920876271394311496e-01	1.494626490620577215e+03
2.983449844439822751e-01	1.410252771625573132e+03
3.046382639407197446e-01	1.403171013267376793e+03
3.109279127003197196e-01	1.341796612678193469e+03
3.172168171618398036e-01	1.337733945492337853e+03
3.235187567944423082e-01	1.276539160691296502e+03
3.298168217550395687e-01	1.275255556187250022e+03
3.361176429457156667e-01	1.239713400045611706e+03
3.423700375709273769e-01	1.216563323552777319e+03
3.486478192666269682e-01	1.174775755572104117e+03
3.549411614411318028e-01	1.163004606381450913e+03
3.611916935421040642e-01	1.154297011189542900e+03
3.674767089563572564e-01	1.115284136221787548e+03
3.737647795277591056e-01	1.096315737379928805e+03
3.800654031475132477e-01	1.057537322339955608e+03
3.863539861259823738e-01	1.061554742465715208e+03
3.926140181364449755e-01	1.046379194657704147e+03
3.989264500321934581e-01	1.014494513832633061e+03
4.052073244576828714e-01	1.007078040512974212e+03
4.114916477570477182e-01	9.866880599006831289e+02
4.177814272116491257e-01	9.709671081565155646e+02
4.240400648725131116e-01	9.530502463284628902e+02
4.303425690270192283e-01	9.432528528656554272e+02
