1 1.35250e-05
1.25 1.68480e-05
1.5 1.89313e-05
1.75 2.04566e-05
2.25 2.32089e-05
2.5 2.43360e-05
2.75 2.53091e-05
3 2.56233e-05
3.25 2.66769e-05
3.5 2.75400e-05
3.75 2.89520e-05
4 2.90400e-05
4.5 3.22133e-05
5 3.43680e-05
5.5 3.62945e-05
6 3.69150e-05
7 3.52771e-05
