1 -7.88470e-11
1.25 -9.94080e-11
1.5 -1.09593e-11
1.75 9.41631e-10
2.25 3.17399e-09
2.5 4.26802e-09
2.75 5.28305e-09
3 3.31246e-09
3.25 3.44246e-09
3.5 3.16001e-09
3.75 2.57943e-09
4 1.48729e-10
4.5 -1.58683e-10
5 -1.61097e-10
5.5 -1.64314e-10
6 -1.68425e-10
7 -1.71390e-10
