1 -2.11465e-10
1.25 -2.66568e-10
1.5 3.39943e-10
1.75 6.64073e-09
2.25 2.11912e-08
2.5 2.87238e-08
2.75 3.71493e-08
3 2.13060e-08
3.25 1.82312e-08
3.5 1.41278e-08
3.75 1.33261e-08
4 1.04354e-09
4.5 -3.04079e-10
5 -2.74203e-10
5.5 -3.29332e-10
6 -4.06525e-10
7 -4.25144e-10
