p1     8.43E+00 9.80E+00 1.10E+01 1.29E+01
d2     4.10E-16 4.46E-16 1.53E-13 2.66E-15
he3    1.60E-04 1.26E-04 1.44E-04 1.21E-04
he4    5.96E+00 7.00E+00 8.42E+00 1.08E+01
li6    9.37E-22 4.74E-21 5.08E-16 7.65E-18
li7    8.42E-11 9.12E-13 1.12E-12 1.91E-12
be9    1.72E-21 2.54E-25 2.59E-16 1.35E-18
b10    2.37E-12 7.60E-12 2.25E-12 2.02E-12
b11    1.05E-11 3.42E-11 1.01E-11 8.36E-12
c12    1.24E-01 1.94E-01 1.05E-01 5.08E-02
c13    1.96E-05 9.81E-05 8.20E-05 2.82E-04
n14    1.29E-02 9.20E-03 6.19E-03 8.53E-03
n15    1.37E-06 7.24E-06 9.07E-07 3.17E-06
o16    2.00E+00 3.70E+00 4.94E+00 6.42E+00
o17    2.18E-05 2.79E-05 4.87E-05 2.83E-05
o18    8.10E-06 7.05E-05 1.99E-05 1.76E-04
f19    2.80E-06 6.07E-07 2.04E-06 1.65E-06
ne20   4.56E-01 1.05E+00 1.04E+00 1.83E-01
ne21   9.70E-05 4.23E-04 4.43E-04 2.16E-05
ne22   1.17E-03 1.44E-03 1.26E-03 1.25E-04
na23   1.29E-03 6.76E-03 4.68E-03 6.04E-04
mg24   2.30E-01 1.93E-01 3.11E-01 5.20E-01
mg25   1.74E-03 1.52E-03 2.79E-03 1.64E-03
mg26   1.75E-03 1.75E-03 3.20E-03 8.98E-04
al26   4.70E-06 3.67E-06 9.51E-06 2.02E-05
al27   6.32E-03 5.17E-03 8.70E-03 1.96E-02
si28   1.14E-01 1.12E-01 2.35E-01 7.14E-01
si29   1.28E-03 7.80E-04 1.69E-03 6.22E-03
si30   1.07E-03 4.86E-04 1.24E-03 8.00E-03
p31    2.71E-04 1.84E-04 3.95E-04 2.67E-03
s32    3.63E-02 4.25E-02 9.25E-02 2.80E-01
s33    1.80E-04 2.13E-04 4.11E-04 1.20E-03
s34    5.11E-04 4.16E-04 1.02E-03 3.74E-03
s36    3.31E-07 5.67E-07 9.40E-07 9.90E-07
cl35   3.80E-05 5.36E-05 1.01E-04 3.55E-04
cl37   1.38E-05 1.92E-05 3.75E-05 8.89E-05
ar36   5.55E-03 6.86E-03 1.40E-02 3.67E-02
ar38   1.43E-04 1.18E-04 3.61E-04 1.24E-03
ar40   4.52E-08 8.65E-08 2.54E-07 3.89E-07
k39    2.05E-05 1.76E-05 5.43E-05 1.61E-04
k40    6.87E-09 1.10E-08 1.23E-08 3.11E-08
k41    2.64E-06 2.25E-06 7.08E-06 2.06E-05
ca40   4.49E-03 5.46E-03 1.10E-02 2.93E-02
ca42   3.70E-06 2.18E-06 8.11E-06 3.10E-05
ca43   3.78E-07 4.93E-07 6.45E-07 4.08E-07
ca44   1.30E-04 1.33E-04 2.44E-04 1.57E-04
ca46   2.46E-08 2.66E-08 1.10E-07 1.90E-07
ca48   1.19E-07 1.51E-07 1.81E-07 2.14E-07
sc45   2.13E-07 3.18E-07 5.55E-07 1.04E-06
ti46   3.79E-06 1.34E-05 1.30E-05 1.52E-05
ti47   4.83E-06 2.80E-05 3.27E-05 1.93E-05
ti48   1.65E-04 1.80E-04 3.25E-04 3.33E-04
ti49   2.70E-06 2.74E-06 5.41E-06 8.76E-06
ti50   4.09E-07 7.50E-07 9.05E-07 7.63E-07
v50    7.17E-09 1.23E-08 1.72E-08 5.05E-08
v51    1.19E-05 5.45E-05 4.73E-05 2.75E-05
cr50   1.24E-05 2.01E-05 2.68E-05 5.49E-05
cr52   7.39E-04 8.99E-04 1.53E-03 2.97E-03
cr53   3.97E-05 3.81E-05 7.11E-05 1.63E-04
cr54   1.15E-06 1.95E-06 2.28E-06 1.97E-06
mn55   1.09E-04 1.12E-04 1.96E-04 4.66E-04
fe54   8.40E-04 1.18E-03 1.94E-03 4.06E-03
fe56   8.06E-02 1.50E-01 2.00E-01 2.59E-01
fe57   2.05E-03 2.79E-03 3.83E-03 4.21E-03
fe58   3.93E-05 6.84E-05 7.77E-05 6.60E-05
co59   1.55E-04 6.60E-04 7.86E-04 4.49E-04
ni58   5.66E-04 1.10E-03 1.69E-03 1.39E-03
ni60   2.75E-03 6.17E-03 7.02E-03 7.93E-03
ni61   8.43E-05 1.14E-04 1.31E-04 1.31E-04
ni62   5.49E-05 1.03E-04 1.16E-04 1.17E-04
ni64   1.82E-05 3.78E-05 4.87E-05 4.48E-05
cu63   1.46E-05 3.36E-05 3.88E-05 2.62E-05
cu65   7.79E-06 1.45E-05 2.08E-05 2.17E-05
zn64   3.33E-04 5.23E-04 7.85E-04 6.51E-04
zn66   1.72E-05 2.46E-05 4.10E-05 4.89E-05
zn67   1.68E-06 3.50E-06 4.84E-06 2.55E-06
zn68   7.85E-06 1.67E-05 2.49E-05 2.89E-05
zn70   2.42E-08 2.37E-08 1.08E-07 1.90E-07
ga69   1.21E-06 2.15E-06 3.84E-06 4.16E-06
ga71   8.48E-07 1.80E-06 3.02E-06 3.40E-06

